1:ItNr	2:Metric	2:Metric0	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient||	Time0[ms]	Time[ms]
322	-0.998850	-0.998850	113.016520	1524.309711	0.000132	0.000132	1.2	150.6
323	-0.998854	-0.998854	112.706998	1527.838369	0.000139	0.000139	1.1	150.3
324	-0.998752	-0.998752	113.087542	1523.502331	0.000140	0.000140	1.4	150.5
325	-0.998971	-0.998971	113.847364	1514.917877	0.000098	0.000098	1.6	163.5
326	-0.998952	-0.998952	114.096487	1512.124314	0.000118	0.000118	1.2	142.3
327	-0.998995	-0.998995	114.350705	1509.284212	0.000127	0.000127	1.0	137.8
328	-0.998787	-0.998787	114.698293	1505.418213	0.000137	0.000137	2.5	141.7
329	-0.998770	-0.998770	114.888759	1503.308179	0.000166	0.000166	1.0	157.7
330	-0.998642	-0.998642	114.537797	1507.200847	0.000318	0.000318	0.9	156.4
331	-0.998970	-0.998970	115.321721	1498.533626	0.000162	0.000162	1.1	148.4
332	-0.998775	-0.998775	116.321720	1487.621054	0.000173	0.000173	1.4	156.1
333	-0.998938	-0.998938	115.973614	1491.401718	0.000111	0.000111	1.5	165.1
334	-0.998930	-0.998930	115.930847	1491.867512	0.000137	0.000137	1.2	160.6
335	-0.999005	-0.999005	116.344413	1487.375261	0.000128	0.000128	1.5	153.1
336	-0.998690	-0.998690	116.339325	1487.430369	0.000365	0.000365	1.1	154.3
337	-0.998799	-0.998799	117.324921	1476.832092	0.000111	0.000111	1.3	158.0
338	-0.998919	-0.998919	118.324448	1466.237151	0.000175	0.000175	1.1	153.5
339	-0.998681	-0.998681	117.969931	1469.977580	0.000177	0.000177	1.1	150.8
340	-0.998964	-0.998964	118.951591	1459.666743	0.000134	0.000134	1.4	149.6
341	-0.998895	-0.998895	119.215852	1456.915741	0.000123	0.000123	1.2	150.4
342	-0.998866	-0.998866	119.064144	1458.493780	0.000131	0.000131	1.2	152.9
343	-0.998867	-0.998867	119.718899	1451.707505	0.000128	0.000128	1.2	165.0
344	-0.998808	-0.998808	119.884484	1450.001284	0.000179	0.000179	1.0	150.2
345	-0.998891	-0.998891	119.561543	1453.332671	0.000118	0.000118	1.1	150.5
346	-0.998715	-0.998715	120.518371	1443.506461	0.000185	0.000185	1.1	151.2
347	-0.998873	-0.998873	120.192515	1446.837899	0.000116	0.000116	1.1	151.3
348	-0.998877	-0.998877	120.798871	1440.650975	0.000116	0.000116	1.1	151.1
349	-0.998876	-0.998876	121.454784	1434.017705	0.000120	0.000120	1.3	152.2
350	-0.998912	-0.998912	121.506053	1433.501794	0.000141	0.000141	1.1	150.0
351	-0.998851	-0.998851	121.239786	1436.185249	0.000162	0.000162	4.7	155.3
352	-0.998956	-0.998956	121.515030	1433.411495	0.000193	0.000193	2.2	173.3
353	-0.998780	-0.998780	121.814964	1430.401104	0.000150	0.000150	1.7	193.0
354	-0.998905	-0.998905	122.783373	1420.767081	0.000096	0.000096	1.5	186.0
355	-0.998943	-0.998943	122.562511	1422.952841	0.000149	0.000149	1.1	163.1
356	-0.998892	-0.998892	122.793798	1420.664075	0.000186	0.000186	1.2	158.7
357	-0.998930	-0.998930	123.793428	1410.856040	0.000122	0.000122	1.0	168.0
358	-0.998723	-0.998723	123.857012	1410.236752	0.000204	0.000204	1.5	169.4
359	-0.998742	-0.998742	123.690215	1411.862454	0.000151	0.000151	2.0	230.5
360	-0.998949	-0.998949	123.985050	1408.991353	0.000099	0.000099	1.5	170.7
361	-0.998884	-0.998884	123.836958	1410.432015	0.000142	0.000142	1.5	156.5
362	-0.998962	-0.998962	123.707732	1411.691549	0.000227	0.000227	1.6	152.7
363	-0.998992	-0.998992	123.378914	1414.906627	0.000109	0.000109	1.4	155.2
364	-0.999109	-0.999109	123.956154	1409.272231	0.000108	0.000108	1.5	161.5
365	-0.998918	-0.998918	124.243870	1406.480584	0.000138	0.000138	1.9	168.4
366	-0.999006	-0.999006	124.149137	1407.398531	0.000167	0.000167	1.5	171.5
367	-0.998962	-0.998962	125.017552	1399.028263	0.000112	0.000112	1.4	167.7
368	-0.998966	-0.998966	125.086358	1398.369325	0.000123	0.000123	1.9	162.7
369	-0.998795	-0.998795	125.358712	1395.767151	0.000140	0.000140	1.4	163.3
370	-0.998915	-0.998915	125.838219	1391.209208	0.000188	0.000188	4.0	187.1
371	-0.998640	-0.998640	126.820647	1381.963120	0.000164	0.000164	1.7	195.8
372	-0.998789	-0.998789	126.620611	1383.835771	0.000114	0.000114	1.8	191.8
373	-0.998764	-0.998764	126.306477	1386.786834	0.000189	0.000189	1.9	202.1
374	-0.998867	-0.998867	126.209297	1387.702316	0.000105	0.000105	1.5	183.1
375	-0.998896	-0.998896	126.146367	1388.295797	0.000116	0.000116	1.1	161.7
376	-0.998911	-0.998911	126.258255	1387.240959	0.000146	0.000146	1.1	159.9
377	-0.998858	-0.998858	126.006744	1389.614359	0.000147	0.000147	1.1	152.8
378	-0.998930	-0.998930	125.810884	1391.468236	0.000112	0.000112	1.8	157.9
379	-0.998818	-0.998818	126.402058	1385.887591	0.000168	0.000168	1.6	167.0
380	-0.998928	-0.998928	126.601237	1384.017413	0.000114	0.000114	1.2	168.1
381	-0.998774	-0.998774	126.915140	1381.080280	0.000159	0.000159	1.3	159.3
382	-0.998827	-0.998827	126.904685	1381.177902	0.000122	0.000122	1.1	155.0
383	-0.998921	-0.998921	127.247074	1377.987959	0.000148	0.000148	1.1	164.9
384	-0.998818	-0.998818	127.647768	1374.273461	0.000138	0.000138	1.3	153.9
385	-0.998933	-0.998933	128.244830	1368.775601	0.000180	0.000180	1.3	160.6
386	-0.998634	-0.998634	128.977027	1362.093158	0.000157	0.000157	1.5	164.7
387	-0.998983	-0.998983	129.781507	1354.825844	0.000129	0.000129	1.1	158.6
388	-0.998964	-0.998964	129.449303	1357.817405	0.000162	0.000162	1.5	153.5
389	-0.998955	-0.998955	129.586460	1356.580683	0.000125	0.000125	1.5	158.8
390	-0.998733	-0.998733	130.097451	1351.992908	0.000192	0.000192	1.1	168.2
391	-0.998975	-0.998975	130.206413	1351.018642	0.000124	0.000124	1.2	161.4
392	-0.998661	-0.998661	131.121557	1342.891081	0.000163	0.000163	1.4	162.6
393	-0.998861	-0.998861	131.010796	1343.869566	0.000164	0.000164	1.3	163.7
394	-0.998923	-0.998923	131.961516	1335.516852	0.000110	0.000110	1.1	162.9
395	-0.998675	-0.998675	131.940465	1335.700680	0.000144	0.000144	1.3	160.4
396	-0.998876	-0.998876	132.134889	1334.004838	0.000120	0.000120	1.7	164.6
397	-0.998969	-0.998969	132.080740	1334.476709	0.000119	0.000119	1.1	168.9
398	-0.998887	-0.998887	132.716206	1328.959953	0.000148	0.000148	1.3	166.4
399	-0.998849	-0.998849	132.830503	1327.972533	0.000159	0.000159	1.5	162.3
400	-0.998877	-0.998877	133.200452	1324.786532	0.000113	0.000113	1.7	165.6
401	-0.999078	-0.999078	134.001195	1317.942627	0.000103	0.000103	1.1	170.9
402	-0.998853	-0.998853	134.439063	1314.230020	0.000145	0.000145	1.1	158.7
403	-0.998875	-0.998875	134.090672	1317.182265	0.000193	0.000193	1.2	151.5
404	-0.999052	-0.999052	134.974998	1309.714282	0.000095	0.000095	1.5	151.4
405	-0.998933	-0.998933	135.636811	1304.180552	0.000164	0.000164	1.1	162.4
406	-0.998844	-0.998844	135.381186	1306.312403	0.000177	0.000177	1.2	167.0
407	-0.998818	-0.998818	136.363319	1298.159465	0.000243	0.000243	1.1	166.0
408	-0.998729	-0.998729	136.084734	1300.461712	0.000176	0.000176	1.2	164.1
409	-0.998887	-0.998887	135.724585	1303.450143	0.000130	0.000130	1.7	165.4
410	-0.998853	-0.998853	136.546357	1296.651262	0.000164	0.000164	1.1	160.3
411	-0.999063	-0.999063	136.570947	1296.448910	0.000094	0.000094	1.1	152.4
412	-0.998824	-0.998824	137.279210	1290.647601	0.000118	0.000118	1.3	161.2
413	-0.998826	-0.998826	137.384890	1289.786436	0.000159	0.000159	1.5	167.3
414	-0.999003	-0.999003	137.343119	1290.126680	0.000138	0.000138	1.3	164.7
415	-0.999074	-0.999074	137.346582	1290.098467	0.000096	0.000096	1.1	163.1
416	-0.998959	-0.998959	137.581165	1288.190069	0.000135	0.000135	1.6	163.7
417	-0.998854	-0.998854	137.924582	1285.406449	0.000119	0.000119	1.6	160.0
418	-0.998662	-0.998662	137.659619	1287.553091	0.000237	0.000237	1.7	166.6
419	-0.999016	-0.999016	138.426748	1281.357648	0.000110	0.000110	1.8	167.0
420	-0.998949	-0.998949	138.299963	1282.377463	0.000134	0.000134	1.5	164.8
421	-0.998961	-0.998961	138.336767	1282.081256	0.000102	0.000102	1.2	162.0
422	-0.998979	-0.998979	138.925696	1277.359972	0.000112	0.000112	1.7	162.7
423	-0.998937	-0.998937	138.836744	1278.070841	0.000152	0.000152	1.4	161.1
424	-0.998583	-0.998583	138.541120	1280.439068	0.000168	0.000168	1.2	161.1
425	-0.998934	-0.998934	138.393250	1281.626935	0.000170	0.000170	1.1	163.5
426	-0.998827	-0.998827	138.815872	1278.237765	0.000160	0.000160	1.2	165.4
427	-0.998768	-0.998768	139.793764	1270.463965	0.000434	0.000434	1.1	166.0
428	-0.998856	-0.998856	139.537551	1272.491583	0.000141	0.000141	1.1	160.6
429	-0.998880	-0.998880	139.357956	1273.916723	0.000199	0.000199	2.0	155.3
430	-0.998689	-0.998689	139.622946	1271.815064	0.000154	0.000154	1.5	162.0
431	-0.998981	-0.998981	140.604351	1264.091471	0.000110	0.000110	1.6	167.9
432	-0.998894	-0.998894	140.759451	1262.879429	0.000119	0.000119	1.1	164.4
433	-0.998942	-0.998942	140.476437	1265.092831	0.000237	0.000237	1.7	164.7
434	-0.998767	-0.998767	140.121003	1267.883634	0.000179	0.000179	1.1	167.9
435	-0.998988	-0.998988	141.113730	1260.119561	0.000156	0.000156	1.1	158.1
436	-0.999002	-0.999002	140.757294	1262.896264	0.000083	0.000083	1.0	152.0
437	-0.999061	-0.999061	141.443594	1257.560717	0.000093	0.000093	1.1	153.2
438	-0.998906	-0.998906	141.758567	1255.127065	0.000127	0.000127	1.1	156.1
439	-0.999020	-0.999020	141.657047	1255.910431	0.000125	0.000125	1.7	160.6
440	-0.998738	-0.998738	141.815707	1254.686582	0.000184	0.000184	1.1	151.6
441	-0.998928	-0.998928	142.500641	1249.430468	0.000236	0.000236	1.1	149.9
442	-0.998878	-0.998878	143.500583	1241.835616	0.000260	0.000260	1.1	152.2
443	-0.998875	-0.998875	144.500583	1234.332104	0.000137	0.000137	1.1	151.0
444	-0.998846	-0.998846	145.500488	1226.919418	0.000109	0.000109	1.1	152.2
445	-0.998818	-0.998818	145.317671	1228.268058	0.000191	0.000191	1.1	150.8
446	-0.998769	-0.998769	146.289611	1221.131914	0.000130	0.000130	1.1	150.9
447	-0.999023	-0.999023	146.119619	1222.374033	0.000127	0.000127	1.1	152.1
448	-0.998953	-0.998953	146.267193	1221.295570	0.000124	0.000124	1.1	149.7
449	-0.998782	-0.998782	145.929194	1223.768455	0.000123	0.000123	1.1	150.8
450	-0.998910	-0.998910	146.544714	1219.272622	0.000156	0.000156	1.1	151.3
451	-0.998929	-0.998929	146.705558	1218.103232	0.000158	0.000158	1.1	154.4
452	-0.998855	-0.998855	147.679589	1211.069366	0.000128	0.000128	1.1	151.4
453	-0.998990	-0.998990	147.506931	1212.310269	0.000099	0.000099	1.6	159.8
454	-0.998742	-0.998742	147.201860	1214.509061	0.000190	0.000190	1.1	164.3
455	-0.998942	-0.998942	147.522242	1212.200119	0.000153	0.000153	1.5	163.5
456	-0.998936	-0.998936	148.488940	1205.286211	0.000135	0.000135	1.6	162.2
457	-0.998835	-0.998835	148.189796	1207.417275	0.000194	0.000194	1.8	164.6
458	-0.998883	-0.998883	148.476843	1205.372243	0.000172	0.000172	1.0	158.4
459	-0.999008	-0.999008	149.095799	1200.986052	0.000131	0.000131	1.1	146.8
460	-0.998936	-0.998936	148.952657	1201.997580	0.000138	0.000138	1.0	135.3
461	-0.999069	-0.999069	148.977669	1201.820708	0.000124	0.000124	1.9	159.0
462	-0.998967	-0.998967	148.934019	1202.129411	0.000188	0.000188	1.6	165.2
463	-0.998911	-0.998911	149.449366	1198.494825	0.000115	0.000115	1.7	166.9
464	-0.998802	-0.998802	150.039125	1194.362300	0.000099	0.000099	1.5	166.6
465	-0.999022	-0.999022	149.756673	1196.337916	0.000151	0.000151	1.1	159.2
466	-0.998906	-0.998906	149.844825	1195.720632	0.000114	0.000114	1.1	152.3
467	-0.998866	-0.998866	150.404388	1191.817110	0.000216	0.000216	1.2	152.0
468	-0.998697	-0.998697	150.824469	1188.903322	0.000467	0.000467	1.1	153.3
469	-0.998984	-0.998984	151.816947	1182.075519	0.000122	0.000122	1.1	153.7
470	-0.998919	-0.998919	152.318016	1178.658092	0.000195	0.000195	1.1	152.8
471	-0.998904	-0.998904	152.221676	1179.313622	0.000099	0.000099	1.1	152.3
472	-0.998600	-0.998600	152.200471	1179.458005	0.000353	0.000353	1.1	153.2
473	-0.998995	-0.998995	152.111399	1180.064878	0.000126	0.000126	1.2	151.3
474	-0.998786	-0.998786	151.759336	1182.469715	0.000259	0.000259	1.1	152.4
475	-0.998964	-0.998964	151.751327	1182.524532	0.000118	0.000118	1.1	151.0
476	-0.998767	-0.998767	151.419735	1184.798728	0.000149	0.000149	1.6	153.4
477	-0.998879	-0.998879	151.399456	1184.938091	0.000148	0.000148	1.1	154.6
478	-0.998741	-0.998741	151.281803	1185.747295	0.000134	0.000134	1.1	155.0
479	-0.998910	-0.998910	151.015595	1187.582336	0.000105	0.000105	1.1	152.6
480	-0.999018	-0.999018	150.913960	1188.284431	0.000103	0.000103	1.4	150.9
481	-0.998773	-0.998773	150.891597	1188.439030	0.000138	0.000138	1.1	152.4
482	-0.999018	-0.999018	151.062448	1187.258956	0.000145	0.000145	1.1	151.1
483	-0.998816	-0.998816	152.051647	1180.472342	0.000194	0.000194	1.1	153.4
484	-0.998853	-0.998853	153.051099	1173.693720	0.000177	0.000177	1.1	150.7
485	-0.998901	-0.998901	152.690719	1176.128944	0.000120	0.000120	1.5	150.7
486	-0.998916	-0.998916	152.770752	1175.587261	0.000189	0.000189	1.1	153.0
487	-0.998895	-0.998895	153.394711	1171.381181	0.000187	0.000187	1.4	149.9
488	-0.998893	-0.998893	153.055364	1173.664962	0.000172	0.000172	1.7	160.3
489	-0.998828	-0.998828	154.055317	1166.960740	0.000164	0.000164	1.6	156.4
490	-0.998911	-0.998911	154.977894	1160.842862	0.000168	0.000168	1.1	153.7
491	-0.998908	-0.998908	155.971969	1154.322256	0.000122	0.000122	1.1	150.2
492	-0.998950	-0.998950	156.655874	1149.878573	0.000137	0.000137	1.1	150.5
493	-0.998905	-0.998905	156.739631	1149.336706	0.000124	0.000124	1.3	151.0
494	-0.999042	-0.999042	156.558589	1150.508596	0.000134	0.000134	1.3	158.9
495	-0.998885	-0.998885	156.363071	1151.776866	0.000140	0.000140	1.1	165.2
496	-0.998910	-0.998910	156.126694	1153.313926	0.000120	0.000120	1.3	155.8
497	-0.998824	-0.998824	156.010963	1154.067965	0.000130	0.000130	1.5	160.1
498	-0.999014	-0.999014	156.346396	1151.885162	0.000110	0.000110	1.6	164.3
499	-0.998964	-0.998964	156.787331	1149.028346	0.000119	0.000119	1.5	164.0
