1:ItNr	2:Metric	2:Metric0	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient||	Time0[ms]	Time[ms]
171	-0.998704	-0.998704	68.362495	2286.000200	0.000262	0.000262	1.1	150.4
172	-0.998723	-0.998723	69.361396	2260.729586	0.000158	0.000158	1.1	151.0
173	-0.998811	-0.998811	69.001109	2269.779623	0.000138	0.000138	1.1	149.9
174	-0.998813	-0.998813	69.894748	2247.464083	0.000155	0.000155	1.1	152.6
175	-0.998523	-0.998523	70.617006	2229.746324	0.000205	0.000205	1.0	150.4
176	-0.998529	-0.998529	70.899002	2222.904244	0.000158	0.000158	1.3	151.4
177	-0.998593	-0.998593	71.817483	2200.907372	0.000198	0.000198	1.1	153.1
178	-0.998695	-0.998695	71.459273	2209.434223	0.000115	0.000115	1.1	152.5
179	-0.998733	-0.998733	72.439613	2186.253525	0.000157	0.000157	1.1	150.9
180	-0.998897	-0.998897	72.132222	2193.469437	0.000128	0.000128	1.1	150.2
181	-0.998896	-0.998896	71.829710	2200.617477	0.000101	0.000101	1.2	150.4
182	-0.998679	-0.998679	71.555367	2207.140322	0.000119	0.000119	1.1	150.4
183	-0.998693	-0.998693	71.587575	2206.372529	0.000289	0.000289	1.3	152.7
184	-0.998540	-0.998540	71.519951	2207.985188	0.000206	0.000206	1.1	151.9
185	-0.998673	-0.998673	71.159560	2216.619543	0.000116	0.000116	1.1	151.4
186	-0.998854	-0.998854	70.916707	2222.476074	0.000119	0.000119	1.1	150.6
187	-0.998782	-0.998782	71.103946	2217.957987	0.000132	0.000132	1.2	152.4
188	-0.998707	-0.998707	71.020725	2219.963844	0.000167	0.000167	1.1	150.4
189	-0.998619	-0.998619	70.813745	2224.968411	0.000276	0.000276	1.1	151.0
190	-0.998793	-0.998793	71.813740	2200.996122	0.000114	0.000114	1.1	152.8
191	-0.998764	-0.998764	72.804118	2177.758152	0.000220	0.000220	1.1	151.8
192	-0.998625	-0.998625	72.852450	2176.636652	0.000162	0.000162	1.1	151.0
193	-0.998616	-0.998616	73.797337	2154.941151	0.000253	0.000253	1.1	150.4
194	-0.998671	-0.998671	74.789821	2132.613677	0.000157	0.000157	1.1	150.7
195	-0.998680	-0.998680	74.431439	2140.622475	0.000118	0.000118	1.1	150.4
196	-0.998794	-0.998794	74.866461	2130.908764	0.000108	0.000108	1.1	152.4
197	-0.998508	-0.998508	75.118151	2125.328884	0.000161	0.000161	1.2	153.5
198	-0.998711	-0.998711	74.929732	2129.503321	0.000211	0.000211	1.1	151.4
199	-0.998829	-0.998829	75.903163	2108.111594	0.000150	0.000150	1.2	151.2
200	-0.998729	-0.998729	76.901484	2086.614776	0.000164	0.000164	1.1	152.2
201	-0.998681	-0.998681	77.883543	2065.891625	0.000183	0.000183	1.1	156.3
202	-0.998662	-0.998662	77.639622	2071.000250	0.000135	0.000135	1.1	150.1
203	-0.998619	-0.998619	77.312876	2077.883290	0.000153	0.000153	1.1	152.4
204	-0.998916	-0.998916	77.416389	2075.697799	0.000108	0.000108	1.1	150.5
205	-0.998785	-0.998785	77.966772	2064.154246	0.000132	0.000132	1.1	152.7
206	-0.998717	-0.998717	78.006707	2063.321649	0.000187	0.000187	1.1	150.3
207	-0.998870	-0.998870	78.879407	2045.293297	0.000166	0.000166	1.1	151.0
208	-0.998480	-0.998480	79.854936	2025.510019	0.000198	0.000198	1.1	149.9
209	-0.998714	-0.998714	80.853284	2005.656322	0.000167	0.000167	1.1	152.1
210	-0.998945	-0.998945	81.805105	1987.086942	0.000145	0.000145	1.1	152.8
211	-0.998884	-0.998884	82.775503	1968.505835	0.000126	0.000126	1.1	150.0
212	-0.998745	-0.998745	83.070257	1962.930508	0.000142	0.000142	1.1	149.9
213	-0.998578	-0.998578	83.341883	1957.820551	0.000164	0.000164	1.3	152.6
214	-0.998851	-0.998851	83.906814	1947.277531	0.000099	0.000099	1.1	151.9
215	-0.998630	-0.998630	83.671533	1951.654628	0.000247	0.000247	1.4	150.6
216	-0.998813	-0.998813	83.852941	1948.278043	0.000151	0.000151	1.1	152.5
217	-0.998757	-0.998757	84.849193	1929.940857	0.000239	0.000239	1.1	150.4
218	-0.998695	-0.998695	84.810695	1930.643041	0.000223	0.000223	1.1	152.6
219	-0.998650	-0.998650	84.453367	1937.185009	0.000163	0.000163	1.1	150.7
220	-0.998709	-0.998709	85.432358	1919.366310	0.000190	0.000190	1.1	150.8
221	-0.998744	-0.998744	86.423701	1901.653744	0.000112	0.000112	1.1	151.4
222	-0.998796	-0.998796	86.134205	1906.792352	0.000369	0.000369	1.1	151.9
223	-0.998570	-0.998570	86.282123	1904.163311	0.000434	0.000434	1.1	153.0
224	-0.998411	-0.998411	87.282032	1886.579693	0.000262	0.000262	1.1	151.2
225	-0.998707	-0.998707	86.921641	1892.879695	0.000282	0.000282	1.1	151.1
226	-0.998731	-0.998731	87.791041	1877.752807	0.000139	0.000139	1.1	149.0
227	-0.998684	-0.998684	87.435187	1883.915060	0.000201	0.000201	1.1	151.5
228	-0.998660	-0.998660	87.974262	1874.595694	0.000098	0.000098	1.0	151.1
229	-0.998707	-0.998707	87.992680	1874.278914	0.000196	0.000196	1.2	150.3
230	-0.998832	-0.998832	87.701825	1879.293958	0.000113	0.000113	1.1	153.0
231	-0.998384	-0.998384	87.416639	1884.237362	0.000208	0.000208	1.1	151.8
232	-0.998746	-0.998746	87.510555	1882.606564	0.000176	0.000176	1.1	151.0
233	-0.998743	-0.998743	88.129573	1871.927802	0.000126	0.000126	1.1	151.4
234	-0.998670	-0.998670	88.159168	1871.420291	0.000171	0.000171	1.1	151.3
235	-0.998795	-0.998795	88.389818	1867.474383	0.000117	0.000117	1.1	149.7
236	-0.998766	-0.998766	88.891799	1858.943829	0.000193	0.000193	1.3	153.3
237	-0.998640	-0.998640	89.594173	1847.137838	0.000142	0.000142	1.1	151.2
238	-0.998772	-0.998772	89.783862	1843.975100	0.000153	0.000153	1.1	150.7
239	-0.998718	-0.998718	90.555844	1831.214523	0.000180	0.000180	1.1	151.7
240	-0.998407	-0.998407	91.495719	1815.915161	0.000155	0.000155	1.1	152.6
241	-0.998805	-0.998805	92.331923	1802.516692	0.000127	0.000127	1.1	151.4
242	-0.998836	-0.998836	93.045413	1791.239796	0.000217	0.000217	1.1	151.2
243	-0.998895	-0.998895	93.163432	1789.388057	0.000115	0.000115	1.1	152.8
244	-0.998892	-0.998892	92.857710	1794.192796	0.000150	0.000150	1.1	151.6
245	-0.998771	-0.998771	92.977450	1792.307881	0.000142	0.000142	1.0	153.0
246	-0.998670	-0.998670	93.386188	1785.903411	0.000170	0.000170	1.1	150.9
247	-0.998640	-0.998640	93.223143	1788.452647	0.000252	0.000252	1.1	150.6
248	-0.998924	-0.998924	92.921651	1793.185766	0.000173	0.000173	1.1	150.7
249	-0.998787	-0.998787	93.921650	1777.582220	0.000197	0.000197	1.3	154.2
250	-0.998827	-0.998827	94.856761	1763.234889	0.000158	0.000158	1.1	152.4
251	-0.998755	-0.998755	95.847806	1748.280008	0.000222	0.000222	1.1	150.8
252	-0.998733	-0.998733	96.462985	1739.123875	0.000320	0.000320	1.1	151.4
253	-0.999038	-0.999038	97.462985	1724.443139	0.000118	0.000118	1.1	151.9
254	-0.998826	-0.998826	98.461929	1710.023305	0.000129	0.000129	1.1	153.1
255	-0.998894	-0.998894	99.300224	1698.107251	0.000100	0.000100	1.1	151.2
256	-0.998784	-0.998784	99.184229	1699.746170	0.000145	0.000145	1.1	152.8
257	-0.998855	-0.998855	99.071269	1701.345244	0.000183	0.000183	1.1	151.4
258	-0.998761	-0.998761	99.903073	1689.640112	0.000145	0.000145	1.1	151.9
259	-0.998858	-0.998858	99.551983	1694.560942	0.000118	0.000118	1.1	150.4
260	-0.998829	-0.998829	99.638596	1693.344325	0.000145	0.000145	1.1	151.8
261	-0.998773	-0.998773	100.202421	1685.467019	0.000145	0.000145	1.1	149.3
262	-0.998602	-0.998602	101.017312	1674.210639	0.000159	0.000159	1.6	153.2
263	-0.998917	-0.998917	101.976792	1661.148248	0.000109	0.000109	1.1	153.1
264	-0.998842	-0.998842	101.670750	1665.292522	0.000145	0.000145	1.1	151.3
265	-0.998543	-0.998543	101.533784	1667.153956	0.000156	0.000156	1.1	150.3
266	-0.998921	-0.998921	102.486505	1654.291550	0.000118	0.000118	1.1	151.4
267	-0.998738	-0.998738	102.924111	1648.449859	0.000193	0.000193	1.0	151.8
268	-0.998977	-0.998977	103.211973	1644.629554	0.000110	0.000110	1.1	150.9
269	-0.998923	-0.998923	104.054155	1633.553740	0.000155	0.000155	1.1	151.8
270	-0.998734	-0.998734	103.927727	1635.206904	0.000138	0.000138	1.1	146.5
271	-0.998658	-0.998658	104.468216	1628.162801	0.000127	0.000127	1.0	155.5
272	-0.998867	-0.998867	104.235434	1631.189167	0.000154	0.000154	1.1	144.2
273	-0.998726	-0.998726	105.193356	1618.806960	0.000155	0.000155	1.2	155.0
274	-0.998866	-0.998866	106.049990	1607.892151	0.000121	0.000121	1.1	152.8
275	-0.998804	-0.998804	106.077067	1607.549552	0.000182	0.000182	1.1	154.1
276	-0.998787	-0.998787	105.786192	1611.237620	0.000127	0.000127	1.1	153.5
277	-0.998698	-0.998698	105.428650	1615.794229	0.000129	0.000129	1.3	152.3
278	-0.998787	-0.998787	106.082718	1607.478070	0.000116	0.000116	1.1	153.1
279	-0.998686	-0.998686	105.988283	1608.673480	0.000118	0.000118	1.3	157.3
280	-0.998869	-0.998869	105.894290	1609.865046	0.000143	0.000143	1.6	157.7
281	-0.998812	-0.998812	105.875959	1610.097648	0.000135	0.000135	1.1	154.8
282	-0.998702	-0.998702	106.816475	1598.250015	0.000164	0.000164	1.1	158.0
283	-0.998801	-0.998801	106.562966	1601.426257	0.000125	0.000125	1.6	157.3
284	-0.998775	-0.998775	106.725187	1599.392318	0.000130	0.000130	1.4	179.5
285	-0.998915	-0.998915	106.780871	1598.695331	0.000104	0.000104	1.7	163.7
286	-0.998911	-0.998911	107.711347	1587.138099	0.000122	0.000122	1.3	161.8
287	-0.998889	-0.998889	107.623704	1588.219559	0.000256	0.000256	1.5	157.7
288	-0.998828	-0.998828	108.367137	1579.092548	0.000116	0.000116	1.1	155.2
289	-0.998844	-0.998844	108.855668	1573.151841	0.000107	0.000107	1.1	152.1
290	-0.998728	-0.998728	109.136414	1569.758038	0.000265	0.000265	1.1	155.0
291	-0.998942	-0.998942	109.155877	1569.523303	0.000126	0.000126	1.1	153.3
292	-0.998921	-0.998921	108.795582	1573.880086	0.000115	0.000115	1.1	152.0
293	-0.998708	-0.998708	108.443285	1578.163610	0.000191	0.000191	1.1	152.5
294	-0.998782	-0.998782	108.747725	1574.460613	0.000172	0.000172	1.2	167.0
295	-0.998941	-0.998941	108.435176	1578.262486	0.000132	0.000132	1.5	171.0
296	-0.998798	-0.998798	109.365489	1566.999698	0.000118	0.000118	1.2	183.1
297	-0.998927	-0.998927	109.626298	1563.871021	0.000115	0.000115	1.1	152.5
298	-0.998957	-0.998957	109.303930	1567.739995	0.000121	0.000121	1.1	158.0
299	-0.998881	-0.998881	109.990448	1559.523505	0.000106	0.000106	1.2	170.5
300	-0.998910	-0.998910	109.736002	1562.558739	0.000133	0.000133	1.0	171.1
301	-0.998833	-0.998833	109.632913	1563.791839	0.000110	0.000110	1.1	152.1
302	-0.998841	-0.998841	110.320624	1555.602441	0.000133	0.000133	1.4	158.5
303	-0.998927	-0.998927	110.002146	1559.384250	0.000142	0.000142	1.1	153.1
304	-0.998867	-0.998867	110.465781	1553.884825	0.000124	0.000124	1.1	149.7
305	-0.998800	-0.998800	110.717905	1550.910502	0.000132	0.000132	1.1	149.5
306	-0.998773	-0.998773	110.746090	1550.578708	0.000119	0.000119	1.1	149.6
307	-0.998760	-0.998760	110.712933	1550.969047	0.000122	0.000122	1.6	150.2
308	-0.998834	-0.998834	110.461424	1553.936333	0.000119	0.000119	1.1	149.6
309	-0.999014	-0.999014	110.279616	1556.088358	0.000110	0.000110	1.1	151.1
310	-0.998687	-0.998687	110.153879	1557.580179	0.000155	0.000155	1.4	149.4
311	-0.998842	-0.998842	109.834119	1561.386925	0.000108	0.000108	1.5	158.9
312	-0.998922	-0.998922	110.576706	1552.574839	0.000088	0.000088	1.1	149.0
313	-0.998851	-0.998851	110.528416	1553.144855	0.000093	0.000093	1.1	150.5
314	-0.998726	-0.998726	110.276671	1556.123273	0.000146	0.000146	1.0	150.7
315	-0.999006	-0.999006	110.905160	1548.708805	0.000094	0.000094	1.0	145.8
316	-0.998564	-0.998564	111.353780	1543.459374	0.000295	0.000295	1.1	149.0
317	-0.998799	-0.998799	111.007769	1547.504997	0.000190	0.000190	1.1	149.8
318	-0.998674	-0.998674	112.007769	1535.870301	0.000138	0.000138	1.1	149.9
319	-0.998888	-0.998888	112.923421	1525.369361	0.000143	0.000143	1.5	150.4
320	-0.998901	-0.998901	113.011054	1524.371876	0.000132	0.000132	1.1	149.5
321	-0.998727	-0.998727	113.369606	1520.304251	0.000174	0.000174	1.1	150.9
