1:ItNr	2:Metric	2:Metric0	3a:Time	3b:StepSize	4:||Gradient0||	4:||Gradient||	Time0[ms]	Time[ms]
41	-0.848562	-0.848562	0.000000	1206.837933	0.001320	0.001320	1.2	150.2
42	-0.866102	-0.866102	0.000000	1206.837933	0.001264	0.001264	1.1	153.0
43	-0.854386	-0.854386	0.000000	1206.837933	0.001081	0.001081	1.2	151.6
44	-0.860362	-0.860362	0.000000	1206.837933	0.001509	0.001509	1.1	150.7
45	-0.849705	-0.849705	0.000000	1206.837933	0.001578	0.001578	1.2	151.5
46	-0.856145	-0.856145	0.000000	1206.837933	0.001282	0.001282	1.1	150.1
47	-0.864385	-0.864385	0.000000	1206.837933	0.001469	0.001469	1.1	149.4
48	-0.856800	-0.856800	0.000000	1206.837933	0.001549	0.001549	1.4	153.7
49	-0.867633	-0.867633	0.000000	1206.837933	0.001518	0.001518	1.1	152.0
50	-0.859535	-0.859535	0.000000	1206.837933	0.001750	0.001750	1.0	150.6
51	-0.854661	-0.854661	0.000000	1206.837933	0.001351	0.001351	1.0	150.9
52	-0.862017	-0.862017	0.000000	1206.837933	0.001143	0.001143	1.0	151.2
53	-0.891112	-0.891112	0.000000	1206.837933	0.001034	0.001034	1.0	151.0
54	-0.876502	-0.876502	0.000000	1206.837933	0.001191	0.001191	1.1	150.9
55	-0.863806	-0.863806	0.000000	1206.837933	0.001252	0.001252	1.1	152.9
56	-0.857091	-0.857091	0.000000	1206.837933	0.001360	0.001360	1.3	151.7
57	-0.882367	-0.882367	0.000000	1206.837933	0.001283	0.001283	1.1	151.2
58	-0.893156	-0.893156	0.000000	1206.837933	0.001182	0.001182	1.1	164.6
59	-0.876045	-0.876045	0.000000	1206.837933	0.001680	0.001680	1.1	150.6
60	-0.868381	-0.868381	0.000000	1206.837933	0.001476	0.001476	1.1	151.2
61	-0.872416	-0.872416	0.000000	1206.837933	0.001877	0.001877	1.5	153.3
62	-0.862568	-0.862568	0.000000	1206.837933	0.001577	0.001577	1.1	152.2
63	-0.870586	-0.870586	0.000000	1206.837933	0.001732	0.001732	1.1	151.6
64	-0.887017	-0.887017	0.000000	1206.837933	0.001026	0.001026	1.0	150.5
65	-0.884419	-0.884419	0.789788	1163.095125	0.000969	0.000969	1.1	150.9
66	-0.875089	-0.875089	0.546014	1176.254526	0.001382	0.001382	1.0	150.4
67	-0.893463	-0.893463	0.302233	1189.715485	0.001724	0.001724	1.1	150.4
68	-0.888484	-0.888484	0.058452	1203.488120	0.001054	0.001054	1.1	152.2
69	-0.897104	-0.897104	0.000000	1206.837933	0.001095	0.001095	1.1	151.0
70	-0.874396	-0.874396	0.000000	1206.837933	0.001780	0.001780	1.1	152.5
71	-0.884724	-0.884724	0.000000	1206.837933	0.001294	0.001294	1.1	151.2
72	-0.898967	-0.898967	0.000000	1206.837933	0.000955	0.000955	1.1	151.6
73	-0.886681	-0.886681	0.000000	1206.837933	0.000879	0.000879	1.0	150.6
74	-0.894443	-0.894443	0.000000	1206.837933	0.001211	0.001211	1.1	152.3
75	-0.877585	-0.877585	0.000000	1206.837933	0.001264	0.001264	1.1	153.0
76	-0.879210	-0.879210	0.000000	1206.837933	0.001347	0.001347	1.1	149.7
77	-0.880602	-0.880602	0.000000	1206.837933	0.001305	0.001305	1.0	150.4
78	-0.905628	-0.905628	0.000000	1206.837933	0.000890	0.000890	1.1	151.6
79	-0.903825	-0.903825	0.000000	1206.837933	0.001002	0.001002	1.1	152.6
80	-0.891709	-0.891709	0.000000	1206.837933	0.001039	0.001039	1.1	150.7
81	-0.888921	-0.888921	0.000000	1206.837933	0.001529	0.001529	1.5	151.7
82	-0.885758	-0.885758	0.000000	1206.837933	0.001287	0.001287	1.0	150.9
83	-0.901884	-0.901884	0.000000	1206.837933	0.001325	0.001325	1.0	151.8
84	-0.905926	-0.905926	0.000000	1206.837933	0.001604	0.001604	1.1	150.9
85	-0.899242	-0.899242	0.000000	1206.837933	0.001361	0.001361	1.1	149.7
86	-0.879946	-0.879946	0.000000	1206.837933	0.001304	0.001304	1.1	150.9
87	-0.910888	-0.910888	0.000000	1206.837933	0.001153	0.001153	1.3	151.7
88	-0.908584	-0.908584	0.000000	1206.837933	0.001069	0.001069	1.0	152.6
89	-0.904667	-0.904667	0.000000	1206.837933	0.001154	0.001154	1.0	151.0
90	-0.906585	-0.906585	0.000000	1206.837933	0.001290	0.001290	1.1	150.3
91	-0.903536	-0.903536	0.000000	1206.837933	0.001357	0.001357	1.1	150.9
92	-0.915081	-0.915081	0.000000	1206.837933	0.001327	0.001327	1.1	152.2
93	-0.920177	-0.920177	0.000000	1206.837933	0.000925	0.000925	1.1	150.1
94	-0.907550	-0.907550	0.000000	1206.837933	0.001740	0.001740	1.0	150.3
95	-0.905632	-0.905632	0.000000	1206.837933	0.001105	0.001105	1.2	151.7
96	-0.910355	-0.910355	0.000000	1206.837933	0.001257	0.001257	1.0	152.8
97	-0.911531	-0.911531	0.000000	1206.837933	0.001163	0.001163	1.0	150.2
98	-0.918674	-0.918674	0.000000	1206.837933	0.001112	0.001112	1.1	150.3
99	-0.908709	-0.908709	0.000000	1206.837933	0.001663	0.001663	1.1	150.0
100	-0.913235	-0.913235	0.000000	1206.837933	0.000959	0.000959	1.1	150.1
101	-0.903359	-0.903359	0.000000	1206.837933	0.001003	0.001003	1.1	153.6
102	-0.913932	-0.913932	0.000000	1206.837933	0.001069	0.001069	1.1	150.1
103	-0.930451	-0.930451	0.000000	1206.837933	0.001207	0.001207	1.0	153.3
104	-0.921751	-0.921751	0.000000	1206.837933	0.001176	0.001176	1.0	150.7
105	-0.920423	-0.920423	0.000000	1206.837933	0.001393	0.001393	1.0	150.8
106	-0.909474	-0.909474	0.000000	1206.837933	0.001295	0.001295	1.0	144.8
107	-0.929602	-0.929602	0.000000	1206.837933	0.001263	0.001263	1.3	147.9
108	-0.921049	-0.921049	0.000000	1206.837933	0.001222	0.001222	1.0	146.3
109	-0.927584	-0.927584	0.000000	1206.837933	0.001137	0.001137	1.5	148.4
110	-0.916169	-0.916169	0.000000	1206.837933	0.001164	0.001164	1.4	149.3
111	-0.929042	-0.929042	0.000000	1206.837933	0.001287	0.001287	1.1	143.6
112	-0.921656	-0.921656	0.965340	1153.799399	0.001074	0.001074	1.0	145.8
113	-0.927259	-0.927259	0.726259	1166.496115	0.001392	0.001392	1.0	149.5
114	-0.921904	-0.921904	0.482478	1179.733411	0.001450	0.001450	1.2	149.3
115	-0.930267	-0.930267	0.238696	1193.274587	0.000886	0.000886	1.4	151.2
116	-0.935333	-0.935333	0.000000	1206.837933	0.001250	0.001250	1.0	149.5
117	-0.925417	-0.925417	0.000000	1206.837933	0.000937	0.000937	1.1	149.4
118	-0.928817	-0.928817	0.000000	1206.837933	0.001277	0.001277	1.1	148.2
119	-0.930723	-0.930723	0.000000	1206.837933	0.001500	0.001500	1.0	151.3
120	-0.924310	-0.924310	0.000000	1206.837933	0.001245	0.001245	1.0	149.9
121	-0.920741	-0.920741	0.000000	1206.837933	0.001204	0.001204	1.0	151.4
122	-0.925885	-0.925885	0.000000	1206.837933	0.001749	0.001749	1.1	150.7
123	-0.941585	-0.941585	0.000000	1206.837933	0.001141	0.001141	1.1	152.5
124	-0.947480	-0.947480	0.000000	1206.837933	0.001322	0.001322	1.0	150.4
125	-0.934262	-0.934262	0.000000	1206.837933	0.001216	0.001216	1.0	146.2
126	-0.941164	-0.941164	0.000000	1206.837933	0.001097	0.001097	1.0	148.3
127	-0.936023	-0.936023	0.000000	1206.837933	0.000964	0.000964	1.2	149.7
128	-0.934636	-0.934636	0.000000	1206.837933	0.000956	0.000956	1.1	154.1
129	-0.925531	-0.925531	0.000000	1206.837933	0.001112	0.001112	1.1	150.8
130	-0.935078	-0.935078	0.000000	1206.837933	0.001273	0.001273	1.3	149.7
131	-0.939754	-0.939754	0.000000	1206.837933	0.001388	0.001388	1.0	150.0
132	-0.937684	-0.937684	0.000000	1206.837933	0.001486	0.001486	1.1	152.4
133	-0.947274	-0.947274	0.000000	1206.837933	0.001043	0.001043	1.3	148.3
134	-0.936156	-0.936156	0.000000	1206.837933	0.001690	0.001690	1.0	149.5
135	-0.952490	-0.952490	0.000000	1206.837933	0.001206	0.001206	1.0	150.7
136	-0.944686	-0.944686	0.000000	1206.837933	0.001343	0.001343	1.1	148.9
137	-0.956250	-0.956250	0.000000	1206.837933	0.001389	0.001389	1.0	149.6
138	-0.940634	-0.940634	0.000000	1206.837933	0.001721	0.001721	1.0	148.7
139	-0.952738	-0.952738	0.000000	1206.837933	0.001352	0.001352	1.3	150.5
140	-0.948397	-0.948397	0.000000	1206.837933	0.001350	0.001350	1.1	149.5
141	-0.955716	-0.955716	0.000000	1206.837933	0.001383	0.001383	1.0	152.9
142	-0.964203	-0.964203	0.000000	1206.837933	0.001349	0.001349	1.1	151.7
143	-0.947970	-0.947970	0.000000	1206.837933	0.001469	0.001469	1.1	150.4
144	-0.961735	-0.961735	0.000000	1206.837933	0.001504	0.001504	1.1	150.1
145	-0.944926	-0.944926	0.000000	1206.837933	0.001192	0.001192	1.1	151.5
146	-0.954292	-0.954292	0.000000	1206.837933	0.001281	0.001281	1.1	150.6
147	-0.956030	-0.956030	0.000000	1206.837933	0.001531	0.001531	1.1	151.5
148	-0.961631	-0.961631	0.000000	1206.837933	0.001236	0.001236	1.1	152.2
149	-0.955808	-0.955808	0.000000	1206.837933	0.001329	0.001329	1.1	150.1
150	-0.967752	-0.967752	0.000000	1206.837933	0.001098	0.001098	1.0	151.7
151	-0.966104	-0.966104	0.000000	1206.837933	0.001383	0.001383	1.1	150.8
152	-0.961477	-0.961477	0.000000	1206.837933	0.001241	0.001241	1.1	150.6
153	-0.964233	-0.964233	0.000000	1206.837933	0.001565	0.001565	1.1	150.3
154	-0.969147	-0.969147	0.000000	1206.837933	0.001272	0.001272	1.5	152.7
155	-0.970465	-0.970465	0.000000	1206.837933	0.000963	0.000963	1.1	152.8
156	-0.975234	-0.975234	0.000000	1206.837933	0.001423	0.001423	1.1	149.7
157	-0.976365	-0.976365	0.000000	1206.837933	0.000991	0.000991	1.1	151.0
158	-0.973724	-0.973724	0.000000	1206.837933	0.000885	0.000885	1.5	151.7
159	-0.967929	-0.967929	0.000000	1206.837933	0.001697	0.001697	1.2	151.5
160	-0.973147	-0.973147	0.000000	1206.837933	0.000975	0.000975	1.1	150.5
161	-0.974225	-0.974225	0.000000	1206.837933	0.001187	0.001187	1.1	152.0
162	-0.973284	-0.973284	0.000000	1206.837933	0.000914	0.000914	1.1	149.6
163	-0.978436	-0.978436	0.000000	1206.837933	0.000810	0.000810	1.1	152.3
164	-0.975607	-0.975607	0.000000	1206.837933	0.001022	0.001022	1.1	150.3
165	-0.974319	-0.974319	0.000000	1206.837933	0.001357	0.001357	1.3	150.6
166	-0.976687	-0.976687	0.000000	1206.837933	0.000996	0.000996	1.3	151.1
167	-0.979455	-0.979455	0.000000	1206.837933	0.000883	0.000883	1.1	150.9
168	-0.981646	-0.981646	0.000000	1206.837933	0.000889	0.000889	1.1	152.1
169	-0.980723	-0.980723	0.000000	1206.837933	0.000837	0.000837	1.1	151.0
170	-0.988160	-0.988160	0.000000	1206.837933	0.000850	0.000850	1.1	150.6
171	-0.985349	-0.985349	0.000000	1206.837933	0.001003	0.001003	1.1	151.6
172	-0.984521	-0.984521	0.005523	1206.520645	0.001324	0.001324	1.1	152.8
173	-0.980037	-0.980037	0.000000	1206.837933	0.000924	0.000924	1.0	151.2
174	-0.978532	-0.978532	0.000000	1206.837933	0.000888	0.000888	1.1	151.6
175	-0.981874	-0.981874	0.000000	1206.837933	0.000804	0.000804	1.1	151.2
176	-0.985585	-0.985585	0.000000	1206.837933	0.000780	0.000780	1.2	153.6
177	-0.985937	-0.985937	0.000000	1206.837933	0.001381	0.001381	1.1	152.5
178	-0.986387	-0.986387	0.000000	1206.837933	0.000752	0.000752	1.3	152.4
179	-0.980748	-0.980748	0.000000	1206.837933	0.001089	0.001089	1.0	150.9
180	-0.979144	-0.979144	0.000000	1206.837933	0.001070	0.001070	1.0	149.3
181	-0.982209	-0.982209	0.000000	1206.837933	0.001381	0.001381	1.2	152.0
182	-0.989277	-0.989277	0.052486	1203.829187	0.000719	0.000719	1.1	150.3
183	-0.987642	-0.987642	0.000000	1206.837933	0.000802	0.000802	1.1	150.2
184	-0.985079	-0.985079	0.000000	1206.837933	0.001107	0.001107	1.1	149.9
185	-0.981315	-0.981315	0.000000	1206.837933	0.000934	0.000934	1.1	152.1
186	-0.986346	-0.986346	0.000000	1206.837933	0.000521	0.000521	1.0	150.5
187	-0.990649	-0.990649	0.000000	1206.837933	0.000453	0.000453	1.6	152.0
188	-0.981460	-0.981460	0.000000	1206.837933	0.000754	0.000754	1.1	152.4
189	-0.985307	-0.985307	0.000000	1206.837933	0.000704	0.000704	1.1	151.1
190	-0.989975	-0.989975	0.000000	1206.837933	0.000705	0.000705	1.0	151.3
191	-0.983518	-0.983518	0.181573	1196.492631	0.000633	0.000633	1.0	150.2
192	-0.983421	-0.983421	0.136244	1199.058691	0.000993	0.000993	1.1	150.4
193	-0.987729	-0.987729	0.000000	1206.837933	0.000609	0.000609	1.1	151.3
194	-0.980267	-0.980267	0.000000	1206.837933	0.000679	0.000679	1.1	154.7
195	-0.988972	-0.988972	0.000000	1206.837933	0.000662	0.000662	1.1	151.6
196	-0.986847	-0.986847	0.000000	1206.837933	0.000477	0.000477	1.0	149.8
197	-0.987364	-0.987364	0.217414	1194.471516	0.000442	0.000442	1.1	151.4
198	-0.986713	-0.986713	0.008043	1206.375914	0.000782	0.000782	1.1	151.0
199	-0.986507	-0.986507	0.000000	1206.837933	0.000354	0.000354	1.1	149.5
200	-0.991715	-0.991715	0.000000	1206.837933	0.000643	0.000643	1.1	150.5
201	-0.987039	-0.987039	0.000000	1206.837933	0.001011	0.001011	1.1	151.1
202	-0.992813	-0.992813	0.000000	1206.837933	0.000415	0.000415	1.0	150.8
203	-0.991975	-0.991975	0.133072	1199.238640	0.000561	0.000561	1.1	152.1
204	-0.991367	-0.991367	0.000000	1206.837933	0.000532	0.000532	1.1	150.4
205	-0.987032	-0.987032	0.085805	1201.926944	0.000626	0.000626	1.1	150.9
206	-0.985814	-0.985814	0.000000	1206.837933	0.000816	0.000816	1.1	150.4
207	-0.990165	-0.990165	0.000000	1206.837933	0.000594	0.000594	1.5	152.6
208	-0.990355	-0.990355	0.000000	1206.837933	0.000750	0.000750	1.0	151.5
209	-0.991869	-0.991869	0.579653	1174.420945	0.000640	0.000640	1.1	150.8
210	-0.989290	-0.989290	1.298459	1136.562679	0.000495	0.000495	1.0	150.4
211	-0.990400	-0.990400	1.211127	1141.031567	0.000543	0.000543	1.5	151.0
212	-0.990371	-0.990371	1.006788	1151.626323	0.000633	0.000633	1.1	152.2
213	-0.991954	-0.991954	0.784017	1163.403254	0.000526	0.000526	1.1	149.5
214	-0.991445	-0.991445	0.861959	1159.255506	0.000322	0.000322	1.1	151.4
215	-0.991581	-0.991581	0.861660	1159.271347	0.000334	0.000334	0.9	143.2
216	-0.992275	-0.992275	0.662296	1169.940464	0.000512	0.000512	0.9	135.6
217	-0.983492	-0.983492	0.560621	1175.457612	0.000844	0.000844	1.2	135.5
218	-0.990420	-0.990420	0.372877	1185.783127	0.000563	0.000563	1.2	135.6
219	-0.985998	-0.985998	0.129598	1199.435825	0.000474	0.000474	1.3	132.8
220	-0.993010	-0.993010	0.002456	1206.696811	0.000555	0.000555	1.5	133.9
221	-0.992042	-0.992042	0.000000	1206.837933	0.000450	0.000450	1.2	139.1
222	-0.990962	-0.990962	0.000000	1206.837933	0.000731	0.000731	1.2	145.8
223	-0.991295	-0.991295	0.000000	1206.837933	0.000444	0.000444	0.9	136.2
224	-0.990841	-0.990841	0.000000	1206.837933	0.000500	0.000500	1.5	152.6
225	-0.988202	-0.988202	0.000000	1206.837933	0.000743	0.000743	1.2	148.3
226	-0.991883	-0.991883	0.000000	1206.837933	0.000485	0.000485	0.9	151.7
